intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""8.2547e+06""",AAA,"=""0.000000000000000""","=""[0.983849971222]""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""8.2545e+06""",AAA,"=""0.000000000000000""","=""[0.983849919125]""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""11000""","=""3.8694e+05""",AAA,"=""0.000000000000000""","=""0.983849989""","=""1s""","=""2S""","=""1/2""","=""8""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.97906941863]""","=""1s""","=""2S""","=""1/2""","=""7d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.9790693226]""","=""1s""","=""2S""","=""1/2""","=""7s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""""","=""1.2362e+07""",AAA,"=""0.000000000000000""","=""[0.9790693928]""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""1.2362e+07""",AAA,"=""0.000000000000000""","=""[0.9790693151]""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""5600""","=""7.5684e+05""",AAA,"=""0.000000000000000""","=""0.979069427""","=""1s""","=""2S""","=""1/2""","=""7""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""1.9728e+07""",AAA,"=""0.000000000000000""","=""[0.971703758319]""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""1.9728e+07""",AAA,"=""0.000000000000000""","=""[0.971703634829]""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""",,"=""0.000000000000000""","=""0.971703646834""","=""1s""","=""2S""","=""1/2""","=""6s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""19000""","=""1.6440e+06""",AAA,"=""0.000000000000000""","=""0.971703813""","=""1s""","=""2S""","=""1/2""","=""6""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""3.4375e+07""",AAA,"=""0.000000000000000""","=""0.9594881325""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""L3545""",
"=""33000""","=""4.1250e+06""",AAA,"=""0.000000000000000""","=""0.95948818""","=""1s""","=""2S""","=""1/2""","=""5""","=""""","=""""",,"=""T8637""","=""L3545""",
"=""""","=""3.4375e+07""",AAA,"=""0.000000000000000""","=""0.9594879191""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""L3545""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.95948820273]""","=""1s""","=""2S""","=""1/2""","=""5d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""""","=""""",,"=""0.000000000000000""","=""[0.9594879398]""","=""1s""","=""2S""","=""1/2""","=""5s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""83000""","=""1.2785e+07""",AAA,"=""0.000000000000000""","=""0.93700036""","=""1s""","=""2S""","=""1/2""","=""4""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""""",,"=""0.000000000000000""","=""0.936999892721""","=""1s""","=""2S""","=""1/2""","=""4s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""""","=""6.8185e+07""",AAA,"=""0.000000000000000""","=""0.937000269041""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""""","=""6.8185e+07""",AAA,"=""0.000000000000000""","=""0.936999852273""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""5.937e+02""",AAA,"=""0.000000000000000""","=""0.88841571311""","=""1s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""5/2""",E2,"=""T7651""","=""""",
"=""""","=""5.938e+02""",AAA,"=""0.000000000000000""","=""0.88841538384""","=""1s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""3/2""",E2,"=""T7651""","=""""",
"=""""","=""1.109e-06""",AAA,"=""0.000000000000000""","=""0.88841449324""","=""1s""","=""2S""","=""1/2""","=""3s""","=""2S""","=""1/2""",M1,"=""T7651""","=""""",
"=""""","=""1.6725e+08""",AAA,"=""0.000000000000000""","=""0.88841538546""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""L3545""",
"=""250000""","=""5.5751e+07""",AAA,"=""0.000000000000000""","=""0.88841524""","=""1s""","=""2S""","=""1/2""","=""3""","=""""","=""""",,"=""T8637""","=""L3545""",
"=""""","=""1.6725e+08""",AAA,"=""0.000000000000000""","=""0.88841439755""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,"=""T7771""","=""L3545""",
"=""""","=""6.2647e+08""",AAA,"=""0.000000000000000""","=""0.749601760262""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,"=""T7771""","=""L12020""",
"=""""","=""6.2648e+08""",AAA,"=""0.000000000000000""","=""0.749598426045""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,"=""T7771""","=""L12020""",
"=""840000""","=""4.6986e+08""",AAA,"=""0.000000000000000""","=""0.74960060""","=""1s""","=""2S""","=""1/2""","=""2""","=""""","=""""",,"=""T8637""","=""L12020""",
